Exchange,Token,LotSize,Symbol,TradingSymbol,Instrument,TickSize,
NSE,1802,1,JYOTISTRUC,JYOTISTRUC-EQ,EQ,0.01,
NSE,21334,1,JYOTICNC,JYOTICNC-EQ,EQ,0.1,
NSE,15146,1,JYOTHYLAB,JYOTHYLAB-EQ,EQ,0.05,
NSE,20224,1,JWL,JWL-EQ,EQ,0.05,
NSE,29962,1,JUSTDIAL,JUSTDIAL-EQ,EQ,0.05,
NSE,22824,1,JUNIPER,JUNIPER-EQ,EQ,0.05,
NSE,10939,1,JUNIORBEES,JUNIORBEES-EQ,EQ,0.01,
NSE,3637,1,JUBLPHARMA,JUBLPHARMA-EQ,EQ,0.05,
NSE,2783,1,JUBLINGREA,JUBLINGREA-EQ,EQ,0.05,
NSE,18096,1,JUBLFOOD,JUBLFOOD-EQ,EQ,0.05,
NSE,29590,1,JUBLCPL,JUBLCPL-EQ,EQ,0.1,
NSE,7287,1,JTLIND,JTLIND-EQ,EQ,0.01,
NSE,3237,1,JTEKTINDIA,JTEKTINDIA-EQ,EQ,0.01,
NSE,11723,1,JSWSTEEL,JSWSTEEL-EQ,EQ,0.1,
NSE,19020,1,JSWINFRA,JSWINFRA-EQ,EQ,0.05,
NSE,11883,1,JSWHL,JSWHL-BE,BE,5,
NSE,17869,1,JSWENERGY,JSWENERGY-EQ,EQ,0.05,
NSE,9038,90,JSLL,JSLL-SM,SM,0.05,
NSE,11236,1,JSL,JSL-EQ,EQ,0.05,
NSE,22663,1,JSFB,JSFB-EQ,EQ,0.05,
NSE,11763,1,JPPOWER,JPPOWER-EQ,EQ,0.01,
NSE,31507,1,JPOLYINVST,JPOLYINVST-EQ,EQ,0.05,
NSE,16927,1,JOCIL,JOCIL-EQ,EQ,0.01,
NSE,23621,1,JNKINDIA,JNKINDIA-EQ,EQ,0.05,
NSE,13637,1,JMFINANCIL,JMFINANCIL-EQ,EQ,0.01,
NSE,7109,1,JMA,JMA-EQ,EQ,0.01,
NSE,18553,1,JLHL,JLHL-EQ,EQ,0.1,
NSE,14435,1,JKTYRE,JKTYRE-EQ,EQ,0.05,
NSE,11860,1,JKPAPER,JKPAPER-EQ,EQ,0.05,
NSE,13491,1,JKLAKSHMI,JKLAKSHMI-EQ,EQ,0.05,
NSE,15266,1,JKIL,JKIL-EQ,EQ,0.05,
NSE,13270,1,JKCEMENT,JKCEMENT-EQ,EQ,0.5,
NSE,18565,6000,JIWANRAM,JIWANRAM-ST,ST,0.05,
NSE,19695,1,JITFINFRA,JITFINFRA-BE,BE,0.05,
NSE,10397,1,JISLJALEQS,JISLJALEQS-EQ,EQ,0.01,
NSE,25684,1,JISLDVREQS,JISLDVREQS-EQ,EQ,0.01,
NSE,18143,1,JIOFIN,JIOFIN-EQ,EQ,0.05,
NSE,20642,1,JINDWORLD,JINDWORLD-EQ,EQ,0.01,
NSE,13875,1,JINDRILL,JINDRILL-EQ,EQ,0.05,
NSE,6733,1,JINDALSTEL,JINDALSTEL-EQ,EQ,0.05,
NSE,3024,1,JINDALSAW,JINDALSAW-EQ,EQ,0.01,
NSE,1756,1,JINDALPOLY,JINDALPOLY-EQ,EQ,0.05,
NSE,11743,1,JINDALPHOT,JINDALPHOT-EQ,EQ,0.05,
NSE,13723,1,JHS,JHS-BE,BE,0.01,
NSE,23056,1,JGCHEM,JGCHEM-EQ,EQ,0.05,
NSE,10885,6000,JFLLIFE,JFLLIFE-SM,SM,0.05,
NSE,25147,2000,JEYYAM,JEYYAM-SM,SM,0.05,
NSE,18700,750,JETKNIT,JETKNIT-ST,ST,0.05,
NSE,7211,1,JETFREIGHT,JETFREIGHT-EQ,EQ,0.01,
NSE,4491,1,JCHAC,JCHAC-EQ,EQ,0.1,
NSE,11655,1,JBMA,JBMA-EQ,EQ,0.05,
NSE,1726,1,JBCHEPHARM,JBCHEPHARM-EQ,EQ,0.1,
NSE,1720,1,JAYSREETEA,JAYSREETEA-EQ,EQ,0.01,
NSE,2331,1,JAYNECOIND,JAYNECOIND-EQ,EQ,0.01,
NSE,25037,500,JAYBEE,JAYBEE-SM,SM,0.05,
NSE,1708,1,JAYBARMARU,JAYBARMARU-EQ,EQ,0.01,
NSE,4041,1,JAYAGROGN,JAYAGROGN-EQ,EQ,0.01,
NSE,13982,1,JASH,JASH-EQ,EQ,0.05,
NSE,20778,1,JAMNAAUTO,JAMNAAUTO-EQ,EQ,0.01,
NSE,20930,3000,JALAN,JALAN-ST,ST,0.05,
NSE,3950,800,JAKHARIA,JAKHARIA-ST,ST,0.05,
NSE,5516,1,JAIPURKURT,JAIPURKURT-EQ,EQ,0.01,
NSE,6012,500,JAINAM,JAINAM-SM,SM,0.05,
NSE,5143,1,JAICORPLTD,JAICORPLTD-EQ,EQ,0.01,
NSE,11256,1,JAIBALAJI,JAIBALAJI-EQ,EQ,0.01,
NSE,4410,1,JAGSNPHARM,JAGSNPHARM-EQ,EQ,0.01,
NSE,13211,1,JAGRAN,JAGRAN-EQ,EQ,0.01,
NSE,5633,1,J&KBANK,J&KBANK-EQ,EQ,0.01,
NSE,14178,1,IZMO,IZMO-BE,BE,0.05,
NSE,24067,1,IXIGO,IXIGO-EQ,EQ,0.01,
NSE,3776,1,IWEL,IWEL-EQ,EQ,0.5,
NSE,757644,1200,IWARE,IWARE-ST,ST,0.05,
NSE,24217,1,IVZINNIFTY,IVZINNIFTY-EQ,EQ,0.01,
NSE,18292,1,IVZINGOLD,IVZINGOLD-EQ,EQ,0.05,
NSE,1681,1,IVP,IVP-EQ,EQ,0.01,
NSE,6711,1,IVC,IVC-EQ,EQ,0.01,
NSE,27266,105,ITTL,ITTL-ST,ST,0.05,
NSE,22365,1,ITIETF,ITIETF-EQ,EQ,0.01,
NSE,1675,1,ITI,ITI-EQ,EQ,0.05,
NSE,17207,1,ITETFADD,ITETFADD-EQ,EQ,0.01,
NSE,19633,1,ITETF,ITETF-EQ,EQ,0.01,
NSE,5622,1,ITDCEM,ITDCEM-EQ,EQ,0.05,
NSE,19299,1,ITDC,ITDC-EQ,EQ,0.05,
NSE,29251,1,ITCHOTELS,ITCHOTELS-EQ,EQ,0.01,
NSE,1660,1,ITC,ITC-EQ,EQ,0.05,
NSE,19084,1,ITBEES,ITBEES-EQ,EQ,0.01,
NSE,22645,2000,ITALIANE,ITALIANE-SM,SM,0.05,
NSE,2627,1,IT,IT-EQ,EQ,0.01,
NSE,30249,1,ISHANCH,ISHANCH-EQ,EQ,0.01,
NSE,11013,48000,ISHAN,ISHAN-ST,ST,0.05,
NSE,3329,1,ISGEC,ISGEC-EQ,EQ,0.1,
NSE,18479,1,ISFT,ISFT-EQ,EQ,0.01,
NSE,19597,1,IRMENERGY,IRMENERGY-EQ,EQ,0.05,
NSE,2275,1,IRISDOREME,IRISDOREME-EQ,EQ,0.01,
NSE,6501,1,IRIS,IRIS-BE,BE,0.05,
NSE,2029,1,IRFC,IRFC-EQ,EQ,0.01,
NSE,20261,1,IREDA,IREDA-EQ,EQ,0.01,
NSE,13611,1,IRCTC,IRCTC-EQ,EQ,0.05,
NSE,4986,1,IRCON,IRCON-EQ,EQ,0.01,
NSE,14806,25000,IRBIT,IRBIT-IV,IV,0.01,
NSE,14810,25000,IRBIT,IRBIT-BL,BL,0.01,
NSE,20817,1,IRBINVIT,IRBINVIT-IV,IV,0.01,
NSE,15313,1,IRB,IRB-EQ,EQ,0.01,
NSE,11903,500,IPSL,IPSL-SM,SM,0.05,
NSE,4934,1,IPL,IPL-EQ,EQ,0.01,
NSE,25036,1200,IPHL,IPHL-ST,ST,0.05,
NSE,1633,1,IPCALAB,IPCALAB-EQ,EQ,0.1,
NSE,1630,1,IONEXCHANG,IONEXCHANG-EQ,EQ,0.05,
NSE,20413,1,IOLCP,IOLCP-EQ,EQ,0.01,
NSE,1624,1,IOC,IOC-EQ,EQ,0.01,
NSE,9348,1,IOB,IOB-EQ,EQ,0.01,
NSE,24870,1,INVENTURE,INVENTURE-EQ,EQ,0.01,
NSE,5606,1,INTLCONV,INTLCONV-EQ,EQ,0.01,
NSE,2892,25000,INTERISE,INTERISE-IV,IV,0.01,
NSE,2902,25000,INTERISE,INTERISE-BL,BL,0.01,
NSE,24909,1,INTERARCH,INTERARCH-EQ,EQ,0.1,
NSE,20071,1,INTENTECH,INTENTECH-EQ,EQ,0.01,
NSE,5926,1,INTELLECT,INTELLECT-EQ,EQ,0.05,
NSE,13730,1,INSPIRISYS,INSPIRISYS-EQ,EQ,0.01,
NSE,19154,2000,INSPIRE,INSPIRE-SM,SM,0.05,
NSE,14657,1,INSECTICID,INSECTICID-EQ,EQ,0.05,
NSE,7852,1,INOXWIND,INOXWIND-EQ,EQ,0.01,
NSE,20607,1,INOXINDIA,INOXINDIA-EQ,EQ,0.05,
NSE,12188,1,INOXGREEN,INOXGREEN-EQ,EQ,0.01,
NSE,27754,1,INNOVANA,INNOVANA-EQ,EQ,0.05,
NSE,21062,1,INNOVACAP,INNOVACAP-EQ,EQ,0.05,
NSE,25320,1200,INNOMET,INNOMET-SM,SM,0.05,
NSE,22773,300,INM,INM-ST,ST,0.05,
NSE,1597,1,INGERRAND,INGERRAND-EQ,EQ,0.1,
NSE,1594,1,INFY,INFY-EQ,EQ,0.1,
NSE,10723,1,INFRAIETF,INFRAIETF-EQ,EQ,0.01,
NSE,20072,1,INFRABEES,INFRABEES-EQ,EQ,0.01,
NSE,13693,1,INFOMEDIA,INFOMEDIA-EQ,EQ,0.01,
NSE,16588,400,INFOLLION,INFOLLION-SM,SM,0.05,
NSE,11027,1,INFOBEAN,INFOBEAN-EQ,EQ,0.05,
NSE,15036,500,INFINIUM,INFINIUM-SM,SM,0.05,
NSE,16249,1,INFIBEAM,INFIBEAM-EQ,EQ,0.01,
NSE,29135,1,INDUSTOWER,INDUSTOWER-EQ,EQ,0.05,
NSE,23036,1,INDUSINVIT,INDUSINVIT-IV,IV,0.01,
NSE,5258,1,INDUSINDBK,INDUSINDBK-EQ,EQ,0.05,
NSE,21957,1,INDTERRAIN,INDTERRAIN-EQ,EQ,0.01,
NSE,11602,1,INDSWFTLTD,INDSWFTLTD-EQ,EQ,0.01,
NSE,4870,1,INDSWFTLAB,INDSWFTLAB-EQ,EQ,0.01,
NSE,4751,1,INDRAMEDCO,INDRAMEDCO-EQ,EQ,0.05,
NSE,14952,1,INDOWIND,INDOWIND-EQ,EQ,0.01,
NSE,25503,1,INDOUS,INDOUS-EQ,EQ,0.01,
NSE,25612,1,INDOTHAI,INDOTHAI-BE,BE,0.1,
NSE,13275,1,INDOTECH,INDOTECH-EQ,EQ,0.1,
NSE,3088,1,INDOSTAR,INDOSTAR-EQ,EQ,0.05,
NSE,10993,1,INDORAMA,INDORAMA-EQ,EQ,0.01,
NSE,29027,1,INDOFARM,INDOFARM-BE,BE,0.01,
NSE,11677,1,INDOCO,INDOCO-EQ,EQ,0.01,
NSE,8614,1,INDOBORAX,INDOBORAX-EQ,EQ,0.01,
NSE,9116,1,INDOAMIN,INDOAMIN-EQ,EQ,0.01,
NSE,4747,1,INDNIPPON,INDNIPPON-EQ,EQ,0.05,
NSE,20988,1,INDIGRID,INDIGRID-IV,IV,0.01,
NSE,2048,1,INDIGOPNTS,INDIGOPNTS-EQ,EQ,0.05,
NSE,11195,1,INDIGO,INDIGO-EQ,EQ,0.5,
NSE,21061,2000,INDIFRA,INDIFRA-ST,ST,0.05,
NSE,20556,1,INDIASHLTR,INDIASHLTR-EQ,EQ,0.05,
NSE,1530,1,INDIANHUME,INDIANHUME-EQ,EQ,0.05,
NSE,4422,1,INDIANCARD,INDIANCARD-EQ,EQ,0.05,
NSE,14309,1,INDIANB,INDIANB-EQ,EQ,0.05,
NSE,10726,1,INDIAMART,INDIAMART-EQ,EQ,0.1,
NSE,1521,1,INDIAGLYCO,INDIAGLYCO-EQ,EQ,0.1,
NSE,1515,1,INDIACEM,INDIACEM-EQ,EQ,0.05,
NSE,1512,1,INDHOTEL,INDHOTEL-EQ,EQ,0.05,
NSE,23693,1,INDGN,INDGN-EQ,EQ,0.05,
NSE,16933,1,INDBANK,INDBANK-EQ,EQ,0.01,
NSE,17507,1,INCREDIBLE,INCREDIBLE-EQ,EQ,0.01,
NSE,25881,1,IMPEXFERRO,IMPEXFERRO-BZ,BZ,0.01,
NSE,12009,1,IMPAL,IMPAL-EQ,EQ,0.05,
NSE,19235,1,IMFA,IMFA-EQ,EQ,0.05,
NSE,14228,1,IMC1,IMC1-N3,N3,0.01,
NSE,14224,1,IMC1,IMC1-N2,N2,0.01,
NSE,14219,1,IMC1,IMC1-N1,N1,0.01,
NSE,14214,1,IMC1,IMC1-N0,N0,0.01,
NSE,7672,1,IMAGICAA,IMAGICAA-EQ,EQ,0.01,
NSE,9381,1,IL&FSTRANS,IL&FSTRANS-BZ,BZ,0.01,
NSE,9380,1,IL&FSENGG,IL&FSENGG-BZ,BZ,0.01,
NSE,28125,1,IKS,IKS-EQ,EQ,0.1,
NSE,16822,1,IKIO,IKIO-EQ,EQ,0.01,
NSE,19525,1,IITL,IITL-EQ,EQ,0.01,
NSE,5217,1,IIFLZC28C,IIFLZC28C-N6,N6,0.01,
NSE,17043,1,IIFLZC28B,IIFLZC28B-Y1,Y1,0.01,
NSE,13858,1,IIFLZC28A,IIFLZC28A-NU,NU,0.01,
NSE,2883,1,IIFLZC28,IIFLZC28-NG,NG,0.01,
NSE,17034,1,IIFLZC26B,IIFLZC26B-NY,NY,0.01,
NSE,13850,1,IIFLZC26A,IIFLZC26A-NR,NR,0.01,
NSE,6207,1,IIFLZC26,IIFLZC26-NN,NN,0.01,
NSE,17018,1,IIFLZC25B,IIFLZC25B-NW,NW,0.01,
NSE,19069,1,IIFLZC25,IIFLZC25-ND,ND,0.01,
NSE,7666,1,IIFLHFZC27,IIFLHFZC27-NB,NB,0.01,
NSE,7674,1,IIFLHF29,IIFLHF29-NE,NE,0.01,
NSE,13072,1,IIFLCAPS,IIFLCAPS-EQ,EQ,0.01,
NSE,756145,1,IIFL21425A,IIFL21425A-Y1,Y1,0.01,
NSE,756142,1,IIFL21425,IIFL21425-NY,NY,0.01,
NSE,756140,1,IIFL210425,IIFL210425-NW,NW,0.01,
NSE,11809,1,IIFL,IIFL-EQ,EQ,0.05,
NSE,28854,1,IHFL261224,IHFL261224-N1,N1,0.01,
NSE,28874,1,IHF261224A,IHF261224A-N1,N1,0.01,
NSE,28861,1,IHF261224,IHF261224-N1,N1,0.01,
NSE,14086,1,IGPL,IGPL-EQ,EQ,0.05,
NSE,11262,1,IGL,IGL-EQ,EQ,0.01,
NSE,28378,1,IGIL,IGIL-EQ,EQ,0.05,
NSE,634,1,IGARASHI,IGARASHI-EQ,EQ,0.05,
NSE,436,1,IFGLEXPOR,IFGLEXPOR-EQ,EQ,0.05,
NSE,18177,1,IFD3GPD,IFD3GPD-MF,MF,0.01,
NSE,18176,1,IFD3DPD,IFD3DPD-MF,MF,0.01,
NSE,1491,1,IFCI,IFCI-EQ,EQ,0.01,
NSE,1485,1,IFBIND,IFBIND-EQ,EQ,0.1,
NSE,1482,1,IFBAGRO,IFBAGRO-EQ,EQ,0.05,
NSE,18175,1,IF3GPD,IF3GPD-MF,MF,0.01,
NSE,18174,1,IF3DPD,IF3DPD-MF,MF,0.01,
NSE,220,1,IEX,IEX-EQ,EQ,0.01,
NSE,23792,500,IEML,IEML-ST,ST,0.05,
NSE,13303,1,IEL,IEL-EQ,EQ,0.01,
NSE,18783,1,IDFNIFTYET,IDFNIFTYET-EQ,EQ,0.01,
NSE,11184,1,IDFCFIRSTB,IDFCFIRSTB-EQ,EQ,0.01,
NSE,28574,2000,IDENTICAL,IDENTICAL-SM,SM,0.05,
NSE,24956,1000,IDEALTECHO,IDEALTECHO-ST,ST,0.05,
NSE,17140,1,IDEAFORGE,IDEAFORGE-EQ,EQ,0.05,
NSE,14366,1,IDEA,IDEA-EQ,EQ,0.01,
NSE,1476,1,IDBI,IDBI-EQ,EQ,0.01,
NSE,14523,1,ICRA,ICRA-EQ,EQ,0.5,
NSE,11987,1,ICIL,ICIL-EQ,EQ,0.05,
NSE,10201,1,ICICM58,ICICM58-M1,M1,0.01,
NSE,18652,1,ICICIPRULI,ICICIPRULI-EQ,EQ,0.05,
NSE,21770,1,ICICIGI,ICICIGI-EQ,EQ,0.1,
NSE,4963,1,ICICIBANK,ICICIBANK-EQ,EQ,0.1,
NSE,522,1,ICICIB22,ICICIB22-EQ,EQ,0.01,
NSE,489,1,ICEMAKE,ICEMAKE-EQ,EQ,0.05,
NSE,6977,1,ICDSLTD,ICDSLTD-EQ,EQ,0.01,
NSE,21348,2000,IBLFL,IBLFL-SM,SM,0.05,
NSE,25844,1,HYUNDAI,HYUNDAI-EQ,EQ,0.1,
NSE,12809,1,HYBRIDFIN,HYBRIDFIN-EQ,EQ,0.01,
NSE,25708,300,HVAX,HVAX-SM,SM,0.05,
NSE,2562,1,HUHTAMAKI,HUHTAMAKI-EQ,EQ,0.01,
NSE,20825,1,HUDCO,HUDCO-EQ,EQ,0.01,
NSE,14203,1,HUBTOWN,HUBTOWN-EQ,EQ,0.01,
NSE,11979,1,HTMEDIA,HTMEDIA-EQ,EQ,0.01,
NSE,14334,1,HSCL,HSCL-EQ,EQ,0.05,
NSE,21120,1500,HRHNEXT,HRHNEXT-ST,ST,0.05,
NSE,29875,1200,HPTL,HPTL-SM,SM,0.05,
NSE,18679,1,HPL,HPL-EQ,EQ,0.05,
NSE,11796,1,HPIL,HPIL-EQ,EQ,0.01,
NSE,7376,1,HPAL,HPAL-EQ,EQ,0.01,
NSE,13592,1,HOVS,HOVS-EQ,EQ,0.01,
NSE,3138,1,HONDAPOWER,HONDAPOWER-EQ,EQ,0.1,
NSE,3417,1,HONAUT,HONAUT-EQ,EQ,5,
NSE,19813,1,HONASA,HONASA-EQ,EQ,0.01,
NSE,13526,300,HOMESFY,HOMESFY-SM,SM,0.05,
NSE,2056,1,HOMEFIRST,HOMEFIRST-EQ,EQ,0.1,
NSE,18649,750,HOLMARC,HOLMARC-SM,SM,0.05,
NSE,23822,750,HOACFOODS,HOACFOODS-SM,SM,0.05,
NSE,18284,1,HNGSNGBEES,HNGSNGBEES-EQ,EQ,0.01,
NSE,12173,1,HNDFDS,HNDFDS-EQ,EQ,0.05,
NSE,19211,1,HMVL,HMVL-EQ,EQ,0.01,
NSE,19698,1,HMT,HMT-BZ,BZ,0.01,
NSE,17053,1,HMAAGRO,HMAAGRO-EQ,EQ,0.01,
NSE,1448,1,HLVLTD,HLVLTD-EQ,EQ,0.01,
NSE,2289,1,HLEGLAS,HLEGLAS-EQ,EQ,0.05,
NSE,8568,1,HITECHGEAR,HITECHGEAR-BE,BE,0.05,
NSE,15161,1,HITECHCORP,HITECHCORP-EQ,EQ,0.01,
NSE,2868,1,HITECH,HITECH-EQ,EQ,0.01,
NSE,19322,1,HISARMETAL,HISARMETAL-EQ,EQ,0.01,
NSE,13890,1,HIRECT,HIRECT-EQ,EQ,0.05,
NSE,1424,1,HINDZINC,HINDZINC-EQ,EQ,0.05,
NSE,15883,1,HINDWAREAP,HINDWAREAP-EQ,EQ,0.01,
NSE,1394,1,HINDUNILVR,HINDUNILVR-EQ,EQ,0.1,
NSE,1406,1,HINDPETRO,HINDPETRO-EQ,EQ,0.05,
NSE,1403,1,HINDOILEXP,HINDOILEXP-EQ,EQ,0.01,
NSE,17050,1,HINDNATGLS,HINDNATGLS-BE,BE,0.01,
NSE,21676,1,HINDMOTORS,HINDMOTORS-EQ,EQ,0.01,
NSE,17939,1,HINDCOPPER,HINDCOPPER-EQ,EQ,0.01,
NSE,4920,1,HINDCON,HINDCON-EQ,EQ,0.01,
NSE,1372,1,HINDCOMPOS,HINDCOMPOS-EQ,EQ,0.05,
NSE,1363,1,HINDALCO,HINDALCO-EQ,EQ,0.05,
NSE,1360,1,HIMATSEIDE,HIMATSEIDE-EQ,EQ,0.01,
NSE,14627,1,HILTON,HILTON-EQ,EQ,0.01,
NSE,9668,1,HIKAL,HIKAL-EQ,EQ,0.05,
NSE,18794,800,HIGREEN,HIGREEN-SM,SM,0.05,
NSE,10757,25000,HIGHWAYS,HIGHWAYS-IV,IV,0.01,
NSE,10760,25000,HIGHWAYS,HIGHWAYS-BL,BL,0.01,
NSE,14712,1,HGS,HGS-EQ,EQ,0.05,
NSE,1672,1,HGINFRA,HGINFRA-EQ,EQ,0.1,
NSE,14738,1,HFMPM23RQD,HFMPM23RQD-MF,MF,0.01,
NSE,14737,1,HFMPM23RND,HFMPM23RND-MF,MF,0.01,
NSE,14735,1,HFMPM23RGR,HFMPM23RGR-MF,MF,0.01,
NSE,14733,1,HFMPM23DQD,HFMPM23DQD-MF,MF,0.01,
NSE,14731,1,HFMPM23DND,HFMPM23DND-MF,MF,0.01,
NSE,14726,1,HFMPM23DGR,HFMPM23DGR-MF,MF,0.01,
NSE,18192,1,HFMPCC75RD,HFMPCC75RD-MF,MF,0.01,
NSE,18191,1,HFMPCC75DD,HFMPCC75DD-MF,MF,0.01,
NSE,18186,1,HFMPCC50RD,HFMPCC50RD-MF,MF,0.01,
NSE,18185,1,HFMPCC50DD,HFMPCC50DD-MF,MF,0.01,
NSE,21951,1,HFCL,HFCL-EQ,EQ,0.01,
NSE,29666,1,HEXT,HEXT-EQ,EQ,0.05,
NSE,27008,1,HEXATRADEX,HEXATRADEX-EQ,EQ,0.01,
NSE,715,1,HEUBACHIND,HEUBACHIND-EQ,EQ,0.05,
NSE,7048,1,HESTERBIO,HESTERBIO-EQ,EQ,0.1,
NSE,1348,1,HEROMOTOCO,HEROMOTOCO-EQ,EQ,0.1,
NSE,4598,1,HERITGFOOD,HERITGFOOD-EQ,EQ,0.05,
NSE,15288,1,HERCULES,HERCULES-EQ,EQ,0.01,
NSE,2620,1,HERANBA,HERANBA-BE,BE,0.05,
NSE,701,1,HEMIPROP,HEMIPROP-EQ,EQ,0.01,
NSE,2316,1,HEIDELBERG,HEIDELBERG-EQ,EQ,0.01,
NSE,1336,1,HEG,HEG-EQ,EQ,0.05,
NSE,7425,1,HECPROJECT,HECPROJECT-EQ,EQ,0.01,
NSE,6297,1,HEALTHY,HEALTHY-EQ,EQ,0.01,
NSE,3626,1,HEALTHIETF,HEALTHIETF-EQ,EQ,0.01,
NSE,22592,1,HEALTHADD,HEALTHADD-EQ,EQ,0.01,
NSE,19209,1,HEADSUP,HEADSUP-BE,BE,0.01,
NSE,11260,1,HDFCVALUE,HDFCVALUE-EQ,EQ,0.01,
NSE,14233,1,HDFCSML250,HDFCSML250-EQ,EQ,0.01,
NSE,10876,1,HDFCSILVER,HDFCSILVER-EQ,EQ,0.01,
NSE,11593,1,HDFCSENSEX,HDFCSENSEX-EQ,EQ,0.01,
NSE,11255,1,HDFCQUAL,HDFCQUAL-EQ,EQ,0.01,
NSE,12108,1,HDFCPVTBAN,HDFCPVTBAN-EQ,EQ,0.01,
NSE,22595,1,HDFCPSUBK,HDFCPSUBK-EQ,EQ,0.01,
NSE,11591,1,HDFCNIFTY,HDFCNIFTY-EQ,EQ,0.01,
NSE,12101,1,HDFCNIFIT,HDFCNIFIT-EQ,EQ,0.01,
NSE,22433,1,HDFCNIFBAN,HDFCNIFBAN-EQ,EQ,0.01,
NSE,10633,1,HDFCNIF100,HDFCNIF100-EQ,EQ,0.01,
NSE,10619,1,HDFCNEXT50,HDFCNEXT50-EQ,EQ,0.01,
NSE,11538,1,HDFCMOMENT,HDFCMOMENT-EQ,EQ,0.01,
NSE,14236,1,HDFCMID150,HDFCMID150-EQ,EQ,0.01,
NSE,11547,1,HDFCLOWVOL,HDFCLOWVOL-EQ,EQ,0.01,
NSE,18279,1,HDFCLIQUID,HDFCLIQUID-EQ,EQ,0.01,
NSE,467,1,HDFCLIFE,HDFCLIFE-EQ,EQ,0.05,
NSE,11241,1,HDFCGROWTH,HDFCGROWTH-EQ,EQ,0.01,
NSE,19543,1,HDFCGOLD,HDFCGOLD-EQ,EQ,0.01,
NSE,14230,1,HDFCBSE500,HDFCBSE500-EQ,EQ,0.01,
NSE,1333,1,HDFCBANK,HDFCBANK-EQ,EQ,0.1,
NSE,4244,1,HDFCAMC,HDFCAMC-EQ,EQ,0.1,
NSE,14332,1,HDFC2638RQ,HDFC2638RQ-MF,MF,0.01,
NSE,14327,1,HDFC2638RG,HDFC2638RG-MF,MF,0.01,
NSE,14330,1,HDFC2638RD,HDFC2638RD-MF,MF,0.01,
NSE,14336,1,HDFC2638DQ,HDFC2638DQ-MF,MF,0.01,
NSE,14335,1,HDFC2638DG,HDFC2638DG-MF,MF,0.01,
NSE,10843,1,HDFC1406RQ,HDFC1406RQ-MF,MF,0.01,
NSE,10842,1,HDFC1406RG,HDFC1406RG-MF,MF,0.01,
NSE,10841,1,HDFC1406RD,HDFC1406RD-MF,MF,0.01,
NSE,10840,1,HDFC1406DQ,HDFC1406DQ-MF,MF,0.01,
NSE,10839,1,HDFC1406DG,HDFC1406DG-MF,MF,0.01,
NSE,10838,1,HDFC1406DD,HDFC1406DD-MF,MF,0.01,
NSE,11565,1,HDFC1359RQ,HDFC1359RQ-MF,MF,0.01,
NSE,11563,1,HDFC1359RG,HDFC1359RG-MF,MF,0.01,
NSE,11562,1,HDFC1359RD,HDFC1359RD-MF,MF,0.01,
NSE,11561,1,HDFC1359DQ,HDFC1359DQ-MF,MF,0.01,
NSE,11560,1,HDFC1359DG,HDFC1359DG-MF,MF,0.01,
NSE,11559,1,HDFC1359DD,HDFC1359DD-MF,MF,0.01,
NSE,13556,1,HDFC1204RQ,HDFC1204RQ-MF,MF,0.01,
NSE,13548,1,HDFC1204RG,HDFC1204RG-MF,MF,0.01,
NSE,13547,1,HDFC1204RD,HDFC1204RD-MF,MF,0.01,
NSE,13543,1,HDFC1204DQ,HDFC1204DQ-MF,MF,0.01,
NSE,13540,1,HDFC1204DG,HDFC1204DG-MF,MF,0.01,
NSE,13539,1,HDFC1204DD,HDFC1204DD-MF,MF,0.01,
NSE,29732,1,HDAIF1BDDR,HDAIF1BDDR-MF,MF,0.01,
NSE,7229,1,HCLTECH,HCLTECH-EQ,EQ,0.1,
NSE,1327,1,HCL-INSYS,HCL-INSYS-EQ,EQ,0.01,
NSE,15555,1,HCG,HCG-EQ,EQ,0.05,
NSE,1375,1,HCC,HCC-EQ,EQ,0.01,
NSE,4116,1,HBSL,HBSL-EQ,EQ,0.01,
NSE,13966,1,HBLENGINE,HBLENGINE-EQ,EQ,0.05,
NSE,7457,1,HAVISHA,HAVISHA-EQ,EQ,0.01,
NSE,9819,1,HAVELLS,HAVELLS-EQ,EQ,0.1,
NSE,3892,1,HATSUN,HATSUN-EQ,EQ,0.05,
NSE,18154,1,HATHWAY,HATHWAY-EQ,EQ,0.01,
NSE,11162,1,HARSHA,HARSHA-EQ,EQ,0.05,
NSE,1313,1,HARRMALAYA,HARRMALAYA-EQ,EQ,0.01,
NSE,8968,1,HARIOMPIPE,HARIOMPIPE-EQ,EQ,0.05,
NSE,8964,1,HARDWYN,HARDWYN-BE,BE,0.01,
NSE,20854,1,HAPPYFORGE,HAPPYFORGE-EQ,EQ,0.05,
NSE,48,1,HAPPSTMNDS,HAPPSTMNDS-EQ,EQ,0.05,
NSE,2303,1,HAL,HAL-EQ,EQ,0.1,
NSE,8777,1,H1876D46RQ,H1876D46RQ-MF,MF,0.01,
NSE,8776,1,H1876D46RD,H1876D46RD-MF,MF,0.01,
NSE,8774,1,H1876D46DQ,H1876D46DQ-MF,MF,0.01,
NSE,8773,1,H1876D46DG,H1876D46DG-MF,MF,0.01,
NSE,8770,1,H1876D46DD,H1876D46DD-MF,MF,0.01,
NSE,8761,1,H187646RG,H187646RG-MF,MF,0.01,
NSE,8465,1,H1861D46RQ,H1861D46RQ-MF,MF,0.01,
